ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
72.0,166,0.0,47.0,18.0,0.0,0.0,100.0,,7.0,8.0,19.0,3.0,,0,7.0,7.0,36,60,2,3,1,83,Bad
62.0,220,3.0,79.0,12.0,0.0,0.0,93.0,10,4.0,6.0,15.0,1.0,21.0,,1.0,1.0,93,No Installment Burden,4,1,3,83,Good
79.0,140,15.0,,24.0,1.0,0.0,96.0,18,6.0,5.0,25.0,0.0,32.0,0,3.0,1.0,0,,,2,0,22,Good
86.0,310,10.0,123.0,22.0,0.0,0.0,100.0,,7.0,8.0,,1.0,32.0,0,2.0,2.0,3,No Installment Burden,1,2,0,43,Bad
69.0,153,10.0,,8.0,0.0,0.0,75.0,11,,6.0,8.0,1.0,50.0,,0.0,0.0,51,83,2,2,1,80,Bad
77.0,195,3.0,53.0,33.0,0.0,0.0,100.0,Never Had Delinquency,7.0,8.0,33.0,8.0,21.0,No Credit Inquiry,2.0,2.0,1,No Installment Burden,,1,0,36,Good
59.0,219,4.0,,30.0,1.0,0.0,91.0,26,6.0,5.0,32.0,3.0,,2,4.0,4.0,41,89,9,4,3,76,Good
76.0,169,32.0,95.0,12.0,0.0,0.0,92.0,11,4.0,6.0,12.0,0.0,50.0,0,0.0,0.0,3,No Installment Burden,1,2,1,38,Bad
76.0,187,10.0,48.0,18.0,0.0,0.0,100.0,Never Had Delinquency,7.0,8.0,46.0,1.0,50.0,8,1.0,0.0,1,53,2,2,,57,Bad
54.0,,30.0,132.0,8.0,,6.0,47.0,4,3.0,3.0,19.0,0.0,47.0,5,0.0,0.0,38,60,2,2,,57,Bad
86.0,12,9.0,62.0,6.0,0.0,0.0,100.0,,7.0,8.0,2.0,1.0,,1,,,7,No Installment Burden,1,No Installment Loans,0,25,Good
54.0,172,4.0,58.0,21.0,0.0,0.0,95.0,4,4.0,6.0,21.0,3.0,19.0,0,0.0,0.0,76,47,9,2,4,65,Bad
76.0,163,5.0,80.0,44.0,0.0,,100.0,Never Had Delinquency,7.0,8.0,68.0,2.0,28.0,No Credit Inquiry,1.0,1.0,14,57,8,3,2,58,Good
68.0,253,11.0,99.0,36.0,1.0,1.0,85.0,10,4.0,2.0,40.0,2.0,,0,0.0,,44,No Installment Burden,9,1,1,63,Good
59.0,163,18.0,80.0,5.0,1.0,1.0,83.0,No Payment History,6.0,6.0,6.0,0.0,83.0,6,0.0,0.0,101,42,1,2,1,100,Bad
73.0,181,3.0,59.0,22.0,0.0,0.0,100.0,Never Had Delinquency,7.0,8.0,22.0,,41.0,0,0.0,0.0,56,54,6,5,1,,Bad
89.0,212,4.0,107.0,21.0,,0.0,100.0,Never Had Delinquency,7.0,8.0,2.0,1.0,14.0,No Inquiry Record,0.0,,6,71,2,2,,50,Good
68.0,142,3.0,66.0,37.0,,2.0,90.0,19,6.0,3.0,40.0,3.0,23.0,No Credit Inquiry,2.0,2.0,24,37,4,4,0,53,Bad
72.0,192,11.0,,13.0,1.0,0.0,88.0,6,3.0,5.0,18.0,1.0,56.0,3,,2.0,0,,0,2,0,40,Good
75.0,311,8.0,117.0,40.0,0.0,0.0,,Never Had Delinquency,7.0,8.0,45.0,2.0,42.0,0,5.0,,34,No Installment Burden,4,,2,45,Good
87.0,133,11.0,88.0,,0.0,,100.0,Never Had Delinquency,7.0,,22.0,1.0,14.0,22,0.0,0.0,3,14,1,1,0,67,Good
73.0,282,,92.0,14.0,1.0,0.0,94.0,32,6.0,5.0,17.0,3.0,47.0,0,5.0,5.0,46,46,,4,0,86,Bad
,144,,,16.0,0.0,0.0,100.0,Never Had Delinquency,7.0,8.0,16.0,1.0,44.0,No Credit Inquiry,0.0,0.0,16,75,3,2,0,86,Good
80.0,,8.0,76.0,24.0,0.0,0.0,100.0,Never Had Delinquency,7.0,8.0,26.0,2.0,,10,0.0,0.0,13,54,2,3,1,71,Bad
56.0,72,1.0,28.0,6.0,3.0,3.0,88.0,41,6.0,2.0,,3.0,25.0,,2.0,2.0,86,3,5,1,3,100,Bad
66.0,,9.0,,7.0,0.0,0.0,86.0,16,6.0,6.0,7.0,1.0,71.0,0,0.0,0.0,0,64,0,,No Bank Revolving,67,Bad
62.0,190,4.0,80.0,29.0,1.0,0.0,74.0,13,5.0,5.0,31.0,3.0,45.0,0,1.0,0.0,60,,6,8,1,100,Good
73.0,,,105.0,,0.0,0.0,95.0,21,6.0,6.0,,1.0,14.0,0,,0.0,39,21,2,,0,57,Bad
81.0,261,5.0,62.0,25.0,0.0,0.0,100.0,Never Had Delinquency,7.0,8.0,17.0,2.0,52.0,5,0.0,0.0,6,35,5,6,0,100,Bad
85.0,407,31.0,81.0,7.0,0.0,0.0,100.0,Never Had Delinquency,7.0,8.0,19.0,0.0,43.0,,1.0,1.0,28,No Installment Burden,1,1,0,67,Good
78.0,254,3.0,118.0,39.0,,0.0,95.0,34,6.0,6.0,39.0,2.0,26.0,,1.0,1.0,20,9,6,3,0,56,Good
89.0,425,19.0,186.0,16.0,0.0,0.0,100.0,Never Had Delinquency,7.0,8.0,16.0,0.0,19.0,0,0.0,0.0,0,No Installment Burden,2,No Installment Loans,0,50,Good
84.0,379,2.0,59.0,43.0,0.0,0.0,100.0,Never Had Delinquency,7.0,,72.0,,,2,2.0,2.0,8,24,3,2,0,26,Bad
60.0,429,29.0,155.0,13.0,1.0,0.0,94.0,2,,2.0,16.0,0.0,25.0,0,0.0,0.0,4,No Installment Burden,3,1,0,71,Good
,127,4.0,57.0,50.0,0.0,0.0,100.0,Never Had Delinquency,5.0,7.0,,3.0,20.0,9,0.0,0.0,19,98,6,4,0,59,Bad
66.0,357,19.0,,16.0,1.0,1.0,76.0,36,6.0,6.0,17.0,0.0,35.0,No Credit Inquiry,,1.0,21,6,4,3,0,73,Good
