ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
72.0,166.0,0.0,47.0,18.0,0.0,0.0,100.0,,,8.0,,3.0,68.0,0.0,7.0,,36.0,60.0,2.0,3.0,,83.0,Bad
62.0,220.0,3.0,79.0,,0.0,0.0,93.0,10.0,4.0,6.0,15.0,1.0,21.0,3.0,1.0,1.0,93.0,,4.0,1.0,3.0,83.0,Good
79.0,140.0,15.0,70.0,24.0,,,96.0,18.0,6.0,5.0,25.0,,32.0,0.0,3.0,1.0,0.0,74.0,,2.0,0.0,22.0,Good
86.0,,10.0,123.0,22.0,0.0,0.0,100.0,,7.0,8.0,22.0,1.0,32.0,0.0,2.0,2.0,3.0,,1.0,2.0,0.0,43.0,Bad
,153.0,,62.0,8.0,0.0,0.0,,11.0,4.0,6.0,8.0,1.0,50.0,0.0,0.0,0.0,51.0,83.0,2.0,2.0,1.0,80.0,Bad
77.0,195.0,3.0,53.0,33.0,0.0,0.0,100.0,,7.0,8.0,33.0,8.0,21.0,,2.0,2.0,1.0,,2.0,1.0,,36.0,Good
59.0,219.0,4.0,84.0,30.0,1.0,0.0,91.0,26.0,6.0,5.0,32.0,3.0,44.0,,4.0,4.0,41.0,,9.0,4.0,3.0,76.0,Good
,169.0,32.0,95.0,12.0,0.0,0.0,92.0,11.0,4.0,6.0,12.0,,50.0,0.0,0.0,0.0,3.0,,,2.0,1.0,38.0,Bad
76.0,187.0,10.0,48.0,18.0,0.0,0.0,100.0,,7.0,8.0,46.0,1.0,50.0,8.0,1.0,0.0,1.0,53.0,,2.0,1.0,57.0,Bad
54.0,,30.0,,8.0,10.0,6.0,47.0,4.0,3.0,3.0,19.0,0.0,47.0,5.0,0.0,0.0,38.0,60.0,2.0,2.0,,57.0,Bad
86.0,,9.0,62.0,6.0,,0.0,100.0,,7.0,8.0,,1.0,0.0,,1.0,1.0,7.0,,1.0,,0.0,25.0,Good
54.0,172.0,4.0,58.0,21.0,0.0,0.0,95.0,4.0,4.0,6.0,21.0,,19.0,0.0,0.0,0.0,,47.0,9.0,2.0,4.0,65.0,Bad
76.0,163.0,5.0,80.0,44.0,0.0,0.0,100.0,,7.0,8.0,68.0,2.0,28.0,,,1.0,,,8.0,3.0,2.0,58.0,Good
68.0,253.0,11.0,99.0,36.0,1.0,,85.0,,4.0,2.0,40.0,2.0,28.0,0.0,0.0,0.0,44.0,,9.0,1.0,,63.0,Good
59.0,163.0,18.0,,5.0,1.0,1.0,83.0,,6.0,6.0,6.0,,83.0,,0.0,0.0,101.0,42.0,1.0,2.0,1.0,100.0,Bad
,181.0,3.0,59.0,22.0,0.0,0.0,100.0,,7.0,8.0,22.0,2.0,41.0,0.0,0.0,0.0,,54.0,6.0,5.0,1.0,79.0,Bad
89.0,212.0,4.0,107.0,21.0,,0.0,100.0,,,,2.0,1.0,14.0,,0.0,0.0,6.0,71.0,2.0,2.0,0.0,50.0,Good
68.0,142.0,3.0,66.0,37.0,,,90.0,,6.0,3.0,40.0,3.0,23.0,,2.0,2.0,24.0,37.0,4.0,4.0,0.0,53.0,Bad
72.0,192.0,11.0,75.0,13.0,,0.0,88.0,6.0,3.0,5.0,18.0,1.0,56.0,3.0,2.0,2.0,0.0,,0.0,2.0,0.0,40.0,Good
75.0,311.0,8.0,117.0,40.0,,0.0,100.0,,7.0,8.0,45.0,2.0,42.0,0.0,5.0,5.0,34.0,,4.0,,2.0,45.0,Good
87.0,133.0,11.0,88.0,14.0,0.0,0.0,100.0,,7.0,8.0,22.0,1.0,14.0,22.0,,0.0,3.0,,1.0,1.0,0.0,67.0,Good
73.0,282.0,2.0,92.0,14.0,1.0,0.0,94.0,32.0,6.0,5.0,17.0,3.0,47.0,0.0,5.0,5.0,46.0,46.0,2.0,4.0,0.0,86.0,Bad
84.0,144.0,8.0,64.0,16.0,0.0,0.0,100.0,,7.0,8.0,16.0,1.0,44.0,,,0.0,16.0,75.0,3.0,2.0,0.0,86.0,Good
80.0,347.0,8.0,,24.0,0.0,0.0,100.0,,7.0,,26.0,,54.0,10.0,0.0,0.0,13.0,54.0,2.0,3.0,1.0,71.0,Bad
56.0,72.0,1.0,28.0,6.0,3.0,3.0,88.0,41.0,6.0,2.0,,3.0,,,2.0,2.0,86.0,3.0,5.0,1.0,3.0,100.0,Bad
66.0,59.0,9.0,,7.0,0.0,0.0,86.0,16.0,6.0,6.0,7.0,1.0,71.0,0.0,0.0,0.0,0.0,64.0,0.0,4.0,,67.0,Bad
62.0,190.0,4.0,80.0,29.0,1.0,0.0,74.0,13.0,5.0,5.0,31.0,3.0,45.0,0.0,1.0,0.0,60.0,,6.0,8.0,1.0,100.0,Good
73.0,169.0,6.0,105.0,,0.0,0.0,95.0,21.0,6.0,6.0,,1.0,14.0,0.0,0.0,0.0,39.0,,2.0,2.0,0.0,57.0,Bad
81.0,261.0,5.0,62.0,25.0,0.0,,100.0,,7.0,,17.0,2.0,,5.0,,,6.0,35.0,5.0,6.0,0.0,100.0,Bad
85.0,407.0,31.0,81.0,7.0,0.0,0.0,100.0,,7.0,8.0,19.0,0.0,43.0,1.0,1.0,1.0,28.0,,1.0,1.0,0.0,67.0,Good
78.0,254.0,3.0,118.0,39.0,0.0,0.0,95.0,34.0,6.0,,39.0,2.0,26.0,,1.0,1.0,20.0,9.0,6.0,3.0,0.0,56.0,Good
89.0,425.0,19.0,186.0,16.0,0.0,0.0,100.0,,7.0,8.0,16.0,,19.0,0.0,0.0,0.0,0.0,,2.0,,0.0,50.0,Good
84.0,379.0,2.0,59.0,43.0,0.0,0.0,100.0,,7.0,,72.0,,22.0,2.0,2.0,2.0,,24.0,3.0,,0.0,,Bad
60.0,429.0,29.0,155.0,13.0,,0.0,94.0,2.0,,2.0,,0.0,,,,0.0,4.0,,3.0,1.0,0.0,71.0,Good
82.0,127.0,4.0,57.0,50.0,0.0,0.0,100.0,,5.0,7.0,,3.0,20.0,9.0,0.0,0.0,19.0,98.0,6.0,4.0,0.0,59.0,Bad
66.0,357.0,19.0,,16.0,1.0,1.0,76.0,36.0,6.0,6.0,17.0,0.0,35.0,,,1.0,21.0,6.0,4.0,3.0,0.0,73.0,Good
83.0,187.0,3.0,59.0,19.0,0.0,0.0,100.0,,7.0,8.0,32.0,2.0,37.0,0.0,3.0,3.0,6.0,93.0,,1.0,0.0,75.0,Good
86.0,423.0,,,29.0,0.0,0.0,100.0,,,8.0,20.0,1.0,16.0,0.0,1.0,1.0,10.0,56.0,7.0,3.0,0.0,50.0,Good
58.0,134.0,5.0,71.0,24.0,1.0,1.0,92.0,2.0,4.0,6.0,26.0,2.0,42.0,,2.0,2.0,28.0,54.0,6.0,1.0,0.0,78.0,Bad
72.0,170.0,2.0,55.0,54.0,,0.0,98.0,,5.0,7.0,,8.0,55.0,0.0,,2.0,,,6.0,7.0,,64.0,Bad
48.0,158.0,5.0,65.0,,1.0,0.0,77.0,2.0,3.0,,31.0,5.0,48.0,0.0,1.0,1.0,72.0,45.0,5.0,4.0,2.0,82.0,Bad
83.0,267.0,17.0,106.0,13.0,0.0,0.0,92.0,53.0,6.0,,13.0,0.0,15.0,,,0.0,48.0,,4.0,1.0,0.0,83.0,Good
65.0,160.0,7.0,60.0,26.0,0.0,0.0,96.0,41.0,,6.0,26.0,2.0,31.0,,1.0,1.0,56.0,,6.0,2.0,3.0,,Bad
,94.0,7.0,45.0,7.0,2.0,2.0,88.0,,6.0,4.0,9.0,1.0,63.0,0.0,1.0,1.0,81.0,,2.0,1.0,0.0,75.0,Bad
83.0,493.0,11.0,135.0,15.0,0.0,0.0,,,5.0,7.0,16.0,1.0,44.0,7.0,0.0,0.0,20.0,81.0,3.0,,0.0,44.0,Good
78.0,220.0,,76.0,52.0,0.0,,98.0,35.0,6.0,6.0,56.0,2.0,33.0,2.0,2.0,2.0,,,5.0,4.0,0.0,69.0,Good
91.0,,23.0,132.0,16.0,0.0,0.0,100.0,,7.0,8.0,16.0,,13.0,,0.0,0.0,6.0,,3.0,1.0,0.0,50.0,Good
62.0,275.0,0.0,95.0,,0.0,0.0,87.0,1.0,,6.0,38.0,,24.0,17.0,0.0,0.0,43.0,47.0,8.0,2.0,5.0,63.0,Bad
88.0,215.0,12.0,102.0,11.0,0.0,0.0,100.0,,7.0,8.0,11.0,0.0,36.0,,,1.0,4.0,,3.0,1.0,0.0,80.0,Good
88.0,160.0,13.0,79.0,7.0,0.0,0.0,100.0,,7.0,8.0,14.0,0.0,29.0,,0.0,0.0,8.0,72.0,2.0,2.0,0.0,67.0,Good
74.0,88.0,,50.0,18.0,0.0,0.0,83.0,11.0,6.0,6.0,,4.0,33.0,,1.0,1.0,3.0,100.0,1.0,2.0,0.0,,Bad
,257.0,4.0,86.0,19.0,0.0,0.0,100.0,,7.0,8.0,19.0,1.0,5.0,0.0,2.0,2.0,20.0,92.0,3.0,,0.0,56.0,Bad
69.0,147.0,3.0,65.0,38.0,0.0,0.0,100.0,,7.0,8.0,41.0,4.0,44.0,1.0,4.0,4.0,51.0,73.0,,3.0,1.0,46.0,Bad
59.0,,14.0,63.0,17.0,2.0,2.0,82.0,,5.0,6.0,19.0,0.0,24.0,0.0,1.0,,35.0,,6.0,2.0,2.0,80.0,Bad
73.0,186.0,6.0,53.0,19.0,1.0,1.0,95.0,32.0,6.0,2.0,,,40.0,19.0,0.0,0.0,3.0,63.0,3.0,3.0,,55.0,Good
63.0,217.0,6.0,72.0,13.0,1.0,1.0,100.0,,0.0,8.0,13.0,2.0,31.0,5.0,0.0,,103.0,75.0,4.0,3.0,2.0,100.0,Bad
63.0,85.0,6.0,43.0,21.0,0.0,0.0,100.0,,7.0,8.0,21.0,2.0,29.0,,1.0,,76.0,56.0,7.0,2.0,3.0,,Bad
60.0,115.0,,48.0,18.0,1.0,0.0,89.0,,3.0,5.0,19.0,4.0,58.0,,4.0,4.0,44.0,81.0,4.0,3.0,1.0,88.0,Bad
72.0,212.0,11.0,,,0.0,0.0,95.0,1.0,4.0,6.0,,1.0,41.0,0.0,1.0,1.0,24.0,56.0,6.0,4.0,0.0,100.0,Good
55.0,201.0,40.0,114.0,19.0,6.0,2.0,63.0,4.0,3.0,5.0,24.0,0.0,42.0,,0.0,0.0,50.0,,6.0,2.0,1.0,100.0,Bad
58.0,113.0,6.0,57.0,,0.0,0.0,71.0,6.0,4.0,,21.0,4.0,,0.0,0.0,0.0,,67.0,7.0,2.0,1.0,90.0,Bad
64.0,,1.0,61.0,17.0,1.0,1.0,95.0,6.0,2.0,,23.0,5.0,26.0,,0.0,0.0,68.0,88.0,3.0,2.0,1.0,71.0,Bad
74.0,176.0,5.0,87.0,21.0,0.0,0.0,95.0,19.0,6.0,6.0,21.0,1.0,38.0,,2.0,2.0,29.0,89.0,3.0,1.0,1.0,,Bad
70.0,,2.0,34.0,,0.0,0.0,100.0,,7.0,8.0,8.0,5.0,13.0,,2.0,,57.0,,4.0,,1.0,100.0,Bad
89.0,,15.0,129.0,15.0,,0.0,100.0,,7.0,8.0,15.0,0.0,13.0,,0.0,0.0,3.0,,,1.0,0.0,33.0,Good
66.0,470.0,5.0,93.0,,1.0,0.0,84.0,8.0,4.0,5.0,25.0,2.0,20.0,0.0,0.0,0.0,28.0,,3.0,,,36.0,Good
57.0,,13.0,57.0,5.0,6.0,6.0,,29.0,6.0,2.0,8.0,0.0,29.0,0.0,2.0,2.0,100.0,,,,1.0,100.0,Bad
77.0,188.0,3.0,64.0,27.0,,0.0,100.0,,7.0,8.0,27.0,2.0,15.0,,,1.0,22.0,62.0,2.0,3.0,0.0,45.0,Good
73.0,83.0,2.0,37.0,24.0,,0.0,100.0,,7.0,,25.0,2.0,,0.0,2.0,2.0,29.0,58.0,3.0,2.0,1.0,,Good
65.0,259.0,3.0,97.0,19.0,2.0,1.0,81.0,2.0,,2.0,21.0,2.0,43.0,0.0,4.0,4.0,48.0,100.0,,2.0,1.0,73.0,Bad
76.0,172.0,5.0,91.0,21.0,0.0,0.0,91.0,34.0,6.0,,22.0,1.0,23.0,0.0,2.0,2.0,12.0,57.0,2.0,1.0,1.0,25.0,Bad
85.0,,6.0,139.0,15.0,0.0,0.0,100.0,,,8.0,15.0,1.0,47.0,0.0,0.0,0.0,28.0,,3.0,1.0,0.0,67.0,Good
63.0,187.0,,110.0,12.0,2.0,2.0,80.0,67.0,,4.0,15.0,0.0,,16.0,,0.0,81.0,,2.0,,1.0,100.0,Bad
,396.0,10.0,195.0,4.0,1.0,1.0,,58.0,,6.0,4.0,1.0,,,1.0,1.0,96.0,,2.0,,1.0,100.0,Bad
63.0,129.0,1.0,50.0,6.0,3.0,2.0,75.0,6.0,3.0,2.0,12.0,2.0,33.0,0.0,4.0,4.0,17.0,,2.0,1.0,0.0,75.0,Bad
79.0,116.0,2.0,38.0,14.0,0.0,,100.0,,7.0,8.0,16.0,3.0,13.0,2.0,1.0,1.0,7.0,100.0,2.0,,0.0,44.0,Good
63.0,126.0,6.0,41.0,5.0,1.0,0.0,83.0,8.0,3.0,5.0,,1.0,50.0,0.0,1.0,1.0,90.0,86.0,1.0,2.0,,100.0,Bad
73.0,161.0,5.0,75.0,40.0,0.0,0.0,98.0,,6.0,6.0,48.0,,27.0,4.0,0.0,0.0,20.0,91.0,6.0,3.0,2.0,69.0,Good
89.0,284.0,21.0,92.0,16.0,,0.0,100.0,,7.0,8.0,16.0,0.0,25.0,11.0,0.0,0.0,9.0,71.0,2.0,2.0,0.0,,Good
82.0,368.0,6.0,106.0,23.0,0.0,0.0,100.0,,7.0,8.0,23.0,,22.0,0.0,1.0,1.0,8.0,,3.0,,1.0,,Good
79.0,158.0,3.0,54.0,23.0,0.0,,100.0,,7.0,8.0,25.0,2.0,38.0,3.0,2.0,2.0,14.0,130.0,1.0,2.0,0.0,50.0,Good
88.0,393.0,16.0,158.0,15.0,0.0,,100.0,,7.0,8.0,16.0,0.0,13.0,0.0,0.0,0.0,9.0,,,1.0,0.0,50.0,Good
56.0,370.0,5.0,124.0,28.0,0.0,0.0,84.0,4.0,4.0,,31.0,3.0,16.0,4.0,1.0,1.0,39.0,88.0,11.0,2.0,3.0,54.0,Good
74.0,215.0,5.0,75.0,29.0,,1.0,87.0,,6.0,,42.0,1.0,32.0,11.0,0.0,0.0,57.0,,3.0,1.0,0.0,44.0,Good
80.0,,1.0,98.0,,0.0,0.0,93.0,56.0,6.0,6.0,28.0,3.0,32.0,0.0,1.0,1.0,19.0,,6.0,,0.0,58.0,Good
49.0,178.0,13.0,,10.0,6.0,1.0,,3.0,3.0,5.0,17.0,0.0,56.0,0.0,2.0,,65.0,45.0,3.0,4.0,1.0,100.0,Bad
